adres_id,kod_poczt,miasto,wojewodztwo,ulica,nr_domu,nr_mieszkania
20554,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,58,16
20555,20-218,Lublin,Lubelskie,Kolejowa,60,34
20556,01-464,Warszawa,Mazowieckie,Kolejowa,68,14
20557,15-102,Bialystok,Podlaskie,Kolejowa,59,12
20558,65-751,Zielona Gora,Lubuskie,Kolejowa,30,3
20559,90-001,Lodz,Lodzkie,Parkowa,60,13
20560,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,42,6
20561,20-218,Lublin,Lubelskie,Krotka,26,49
20562,15-102,Bialystok,Podlaskie,Sloneczna,12,8
20563,20-218,Lublin,Lubelskie,Lesna,24,46
20564,51-416,Wroclaw,Dolnoslaskie,Lipowa,18,22
20565,65-751,Zielona Gora,Lubuskie,Szkolna,49,26
20566,90-001,Lodz,Lodzkie,Kwiatowa,28,31
20567,90-001,Lodz,Lodzkie,Parkowa,23,13
20568,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,93,36
20569,20-218,Lublin,Lubelskie,Brzozowa,18,35
20570,35-085,Rzeszow,Podkarpackie,Kwiatowa,67,32
20571,01-464,Warszawa,Mazowieckie,Ogrodowa,23,33
20572,35-085,Rzeszow,Podkarpackie,Akacjowa,62,18
20573,45-309,Opole,Opolskie,Brzozowa,54,28
20574,01-464,Warszawa,Mazowieckie,Ogrodowa,65,12
20575,20-218,Lublin,Lubelskie,Lipowa,58,24
20576,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,19,16
20577,31-403,Krakow,Malopolskie,Szkolna,8,9
20578,20-218,Lublin,Lubelskie,Lesna,51,23
20579,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,43,38
20580,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,25,50
20581,31-403,Krakow,Malopolskie,Zielona,41,3
20582,15-102,Bialystok,Podlaskie,Lakowa,54,20
20583,25-900,Kielce,Swietokrzyskie,Akacjowa,76,37
20584,90-001,Lodz,Lodzkie,Szkolna,2,19
20585,90-001,Lodz,Lodzkie,Zielona,62,41
20586,60-967,Poznan,Wielkopolskie,Lesna,53,14
20587,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,1,47
20588,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,61,32
20589,65-751,Zielona Gora,Lubuskie,Zielona,19,24
20590,35-085,Rzeszow,Podkarpackie,Polna,69,44
20591,45-309,Opole,Opolskie,Polna,23,37
20592,20-218,Lublin,Lubelskie,Lipowa,70,21
20593,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,89,41
20594,35-085,Rzeszow,Podkarpackie,Sosnowa,24,37
20595,60-967,Poznan,Wielkopolskie,Lakowa,77,50
20596,15-102,Bialystok,Podlaskie,Kolejowa,52,20
20597,40-203,Katowice,Slaskie,Kwiatowa,56,36
20598,90-001,Lodz,Lodzkie,Lipowa,84,48
20599,45-309,Opole,Opolskie,Sosnowa,93,45
20600,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,93,42
20601,90-001,Lodz,Lodzkie,Sloneczna,17,32
20602,71-004,Szczecin,Zachodnio-Pomorskie,Polna,36,15
20603,31-403,Krakow,Malopolskie,Lakowa,47,41
20604,45-309,Opole,Opolskie,Parkowa,45,6
20605,31-403,Krakow,Malopolskie,Krotka,96,41
20606,80-761,Gdansk,Pomorskie,Kolejowa,35,2
20607,40-203,Katowice,Slaskie,Polna,35,27
20608,60-967,Poznan,Wielkopolskie,Zielona,81,7
20609,01-464,Warszawa,Mazowieckie,Lakowa,98,8
20610,90-001,Lodz,Lodzkie,Krotka,30,33
20611,25-900,Kielce,Swietokrzyskie,Sloneczna,94,11
20612,35-085,Rzeszow,Podkarpackie,Koscielna,65,50
20613,65-751,Zielona Gora,Lubuskie,Szkolna,42,39
20614,51-416,Wroclaw,Dolnoslaskie,Polna,64,33
20615,90-001,Lodz,Lodzkie,Sloneczna,49,5
20616,60-967,Poznan,Wielkopolskie,Zielona,93,21
20617,60-967,Poznan,Wielkopolskie,Krotka,31,1
20618,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,4,25
20619,01-464,Warszawa,Mazowieckie,Lesna,28,49
20620,20-218,Lublin,Lubelskie,Kolejowa,2,4
20621,60-967,Poznan,Wielkopolskie,Sloneczna,92,19
20622,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,69,46
20623,65-751,Zielona Gora,Lubuskie,Zielona,19,23
20624,45-309,Opole,Opolskie,Koscielna,33,35
20625,15-102,Bialystok,Podlaskie,Polna,57,20
20626,45-309,Opole,Opolskie,Sloneczna,68,18
20627,65-751,Zielona Gora,Lubuskie,Kolejowa,91,24
20628,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,26,33
20629,80-761,Gdansk,Pomorskie,Lesna,32,47
20630,40-203,Katowice,Slaskie,Kwiatowa,10,1
20631,20-218,Lublin,Lubelskie,Krotka,76,31
20632,51-416,Wroclaw,Dolnoslaskie,Lipowa,34,20
20633,15-102,Bialystok,Podlaskie,Polna,64,33
20634,60-967,Poznan,Wielkopolskie,Lakowa,78,29
20635,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kolejowa,91,32
20636,90-001,Lodz,Lodzkie,Akacjowa,93,41
20637,60-967,Poznan,Wielkopolskie,Szkolna,83,17
20638,51-416,Wroclaw,Dolnoslaskie,Koscielna,69,21
20639,65-751,Zielona Gora,Lubuskie,Sosnowa,13,18
20640,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,27,26
20641,45-309,Opole,Opolskie,Kolejowa,28,2
20642,35-085,Rzeszow,Podkarpackie,Akacjowa,68,17
20643,31-403,Krakow,Malopolskie,Kwiatowa,2,25
20644,35-085,Rzeszow,Podkarpackie,Zielona,61,28
20645,60-967,Poznan,Wielkopolskie,Lakowa,52,2
20646,65-751,Zielona Gora,Lubuskie,Lesna,40,13
20647,90-001,Lodz,Lodzkie,Sloneczna,78,19
20648,25-900,Kielce,Swietokrzyskie,Koscielna,76,10
20649,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,44,34
20650,31-403,Krakow,Malopolskie,Akacjowa,96,47
20651,51-416,Wroclaw,Dolnoslaskie,Sosnowa,98,33
20652,20-218,Lublin,Lubelskie,Akacjowa,96,33
20653,51-416,Wroclaw,Dolnoslaskie,Koscielna,5,43
20654,90-001,Lodz,Lodzkie,Sloneczna,2,6
20655,15-102,Bialystok,Podlaskie,Brzozowa,51,50
20656,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,14,39
20657,31-403,Krakow,Malopolskie,Koscielna,66,3
20658,80-761,Gdansk,Pomorskie,Ogrodowa,17,41
20659,45-309,Opole,Opolskie,Sloneczna,96,45
20660,90-001,Lodz,Lodzkie,Ogrodowa,5,21
20661,15-102,Bialystok,Podlaskie,Lakowa,72,19
20662,60-967,Poznan,Wielkopolskie,Koscielna,71,17
20663,35-085,Rzeszow,Podkarpackie,Zielona,71,49
20664,65-751,Zielona Gora,Lubuskie,Parkowa,59,29
20665,45-309,Opole,Opolskie,Koscielna,20,31
20666,80-761,Gdansk,Pomorskie,Sloneczna,64,19
20667,20-218,Lublin,Lubelskie,Szkolna,4,42
20668,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,97,2
20669,45-309,Opole,Opolskie,Szkolna,82,37
20670,35-085,Rzeszow,Podkarpackie,Lakowa,52,16
20671,40-203,Katowice,Slaskie,Brzozowa,96,24
20672,01-464,Warszawa,Mazowieckie,Sosnowa,45,31
20673,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,87,36
20674,20-218,Lublin,Lubelskie,Polna,72,50
20675,01-464,Warszawa,Mazowieckie,Koscielna,10,43
20676,80-761,Gdansk,Pomorskie,Kolejowa,58,29
20677,65-751,Zielona Gora,Lubuskie,Lakowa,83,6
20678,40-203,Katowice,Slaskie,Lipowa,12,23
20679,45-309,Opole,Opolskie,Sloneczna,84,9
20680,51-416,Wroclaw,Dolnoslaskie,Polna,56,28
20681,35-085,Rzeszow,Podkarpackie,Lakowa,46,45
20682,40-203,Katowice,Slaskie,Lipowa,1,9
20683,90-001,Lodz,Lodzkie,Szkolna,17,36
20684,01-464,Warszawa,Mazowieckie,Sosnowa,42,9
20685,01-464,Warszawa,Mazowieckie,Sloneczna,90,35
20686,01-464,Warszawa,Mazowieckie,Szkolna,87,27
20687,45-309,Opole,Opolskie,Sosnowa,48,29
20688,31-403,Krakow,Malopolskie,Lesna,90,20
20689,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,99,19
20690,45-309,Opole,Opolskie,Polna,11,41
20691,65-751,Zielona Gora,Lubuskie,Lakowa,55,33
20692,51-416,Wroclaw,Dolnoslaskie,Kolejowa,89,7
20693,90-001,Lodz,Lodzkie,Parkowa,77,5
20694,35-085,Rzeszow,Podkarpackie,Brzozowa,85,8
20695,80-761,Gdansk,Pomorskie,Szkolna,11,20
20696,20-218,Lublin,Lubelskie,Lakowa,37,14
20697,25-900,Kielce,Swietokrzyskie,Lipowa,60,3
20698,90-001,Lodz,Lodzkie,Szkolna,19,25
20699,01-464,Warszawa,Mazowieckie,Kwiatowa,2,26
20700,40-203,Katowice,Slaskie,Kolejowa,21,38
20701,15-102,Bialystok,Podlaskie,Polna,14,26
20702,35-085,Rzeszow,Podkarpackie,Kwiatowa,19,48
20703,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,71,28
20704,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,57,15
20705,01-464,Warszawa,Mazowieckie,Lesna,2,27
20706,15-102,Bialystok,Podlaskie,Kwiatowa,19,1
20707,51-416,Wroclaw,Dolnoslaskie,Krotka,95,43
20708,90-001,Lodz,Lodzkie,Lesna,72,8
20709,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,93,22
20710,20-218,Lublin,Lubelskie,Lakowa,60,29
20711,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,94,32
20712,25-900,Kielce,Swietokrzyskie,Sloneczna,0,7
20713,51-416,Wroclaw,Dolnoslaskie,Krotka,93,37
20714,65-751,Zielona Gora,Lubuskie,Polna,94,46
20715,31-403,Krakow,Malopolskie,Brzozowa,13,1
20716,40-203,Katowice,Slaskie,Kwiatowa,37,50
20717,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,28,35
20718,20-218,Lublin,Lubelskie,Ogrodowa,0,38
20719,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,5,4
20720,01-464,Warszawa,Mazowieckie,Akacjowa,20,49
20721,31-403,Krakow,Malopolskie,Koscielna,32,21
20722,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,21,14
20723,60-967,Poznan,Wielkopolskie,Lipowa,78,37
20724,15-102,Bialystok,Podlaskie,Sloneczna,20,18
20725,51-416,Wroclaw,Dolnoslaskie,Krotka,34,9
20726,15-102,Bialystok,Podlaskie,Krotka,32,4
20727,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,0,22
20728,80-761,Gdansk,Pomorskie,Zielona,16,8
20729,01-464,Warszawa,Mazowieckie,Koscielna,21,24
20730,15-102,Bialystok,Podlaskie,Akacjowa,22,16
20731,80-761,Gdansk,Pomorskie,Brzozowa,88,20
20732,01-464,Warszawa,Mazowieckie,Kolejowa,66,35
20733,35-085,Rzeszow,Podkarpackie,Polna,38,13
20734,80-761,Gdansk,Pomorskie,Zielona,67,32
20735,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,18,33
20736,80-761,Gdansk,Pomorskie,Szkolna,84,44
20737,51-416,Wroclaw,Dolnoslaskie,Lipowa,38,15
20738,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,28,31
20739,80-761,Gdansk,Pomorskie,Krotka,24,24
20740,80-761,Gdansk,Pomorskie,Zielona,90,2
20741,31-403,Krakow,Malopolskie,Kolejowa,77,19
20742,15-102,Bialystok,Podlaskie,Brzozowa,89,34
20743,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,77,25
20744,01-464,Warszawa,Mazowieckie,Lesna,85,42
20745,20-218,Lublin,Lubelskie,Parkowa,48,11
20746,25-900,Kielce,Swietokrzyskie,Szkolna,15,43
20747,01-464,Warszawa,Mazowieckie,Polna,85,25
20748,45-309,Opole,Opolskie,Lipowa,4,41
20749,51-416,Wroclaw,Dolnoslaskie,Polna,31,39
20750,90-001,Lodz,Lodzkie,Sosnowa,46,41
20751,65-751,Zielona Gora,Lubuskie,Sloneczna,15,28
20752,20-218,Lublin,Lubelskie,Krotka,33,11
20753,90-001,Lodz,Lodzkie,Sosnowa,10,34
20754,90-001,Lodz,Lodzkie,Brzozowa,12,10
20755,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,37,15
20756,40-203,Katowice,Slaskie,Zielona,97,7
20757,35-085,Rzeszow,Podkarpackie,Sloneczna,15,50
20758,60-967,Poznan,Wielkopolskie,Kwiatowa,67,30
20759,51-416,Wroclaw,Dolnoslaskie,Zielona,9,47
20760,20-218,Lublin,Lubelskie,Kolejowa,47,49
20761,80-761,Gdansk,Pomorskie,Polna,86,26
20762,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,77,20
20763,51-416,Wroclaw,Dolnoslaskie,Zielona,58,49
20764,20-218,Lublin,Lubelskie,Lesna,88,15
20765,65-751,Zielona Gora,Lubuskie,Brzozowa,39,38
20766,25-900,Kielce,Swietokrzyskie,Sloneczna,79,11
20767,20-218,Lublin,Lubelskie,Polna,38,18
20768,20-218,Lublin,Lubelskie,Szkolna,12,39
20769,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,74,15
20770,01-464,Warszawa,Mazowieckie,Kolejowa,65,15
20771,15-102,Bialystok,Podlaskie,Ogrodowa,29,10
20772,25-900,Kielce,Swietokrzyskie,Krotka,93,28
20773,15-102,Bialystok,Podlaskie,Polna,53,38
20774,35-085,Rzeszow,Podkarpackie,Krotka,38,50
20775,40-203,Katowice,Slaskie,Lakowa,36,19
20776,51-416,Wroclaw,Dolnoslaskie,Lakowa,70,36
20777,65-751,Zielona Gora,Lubuskie,Koscielna,11,27
20778,65-751,Zielona Gora,Lubuskie,Zielona,85,6
20779,80-761,Gdansk,Pomorskie,Parkowa,82,21
20780,90-001,Lodz,Lodzkie,Polna,88,50
20781,40-203,Katowice,Slaskie,Lesna,78,10
20782,15-102,Bialystok,Podlaskie,Ogrodowa,61,38
20783,35-085,Rzeszow,Podkarpackie,Lesna,17,1
20784,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,60,33
20785,01-464,Warszawa,Mazowieckie,Polna,97,25
20786,80-761,Gdansk,Pomorskie,Sloneczna,55,18
20787,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,93,24
20788,90-001,Lodz,Lodzkie,Krotka,98,44
20789,60-967,Poznan,Wielkopolskie,Brzozowa,13,12
20790,15-102,Bialystok,Podlaskie,Sosnowa,91,49
20791,35-085,Rzeszow,Podkarpackie,Kolejowa,2,2
20792,45-309,Opole,Opolskie,Sloneczna,38,11
20793,20-218,Lublin,Lubelskie,Lakowa,71,49
20794,90-001,Lodz,Lodzkie,Parkowa,26,8
20795,31-403,Krakow,Malopolskie,Zielona,33,37
20796,35-085,Rzeszow,Podkarpackie,Lesna,98,45
20797,20-218,Lublin,Lubelskie,Zielona,20,16
20798,65-751,Zielona Gora,Lubuskie,Koscielna,32,1
20799,15-102,Bialystok,Podlaskie,Zielona,91,48
20800,15-102,Bialystok,Podlaskie,Ogrodowa,57,12
20801,01-464,Warszawa,Mazowieckie,Polna,51,41
20802,60-967,Poznan,Wielkopolskie,Ogrodowa,62,30
20803,51-416,Wroclaw,Dolnoslaskie,Sosnowa,7,10
20804,90-001,Lodz,Lodzkie,Koscielna,64,3
20805,80-761,Gdansk,Pomorskie,Brzozowa,57,30
20806,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,92,43
20807,31-403,Krakow,Malopolskie,Koscielna,91,46
20808,51-416,Wroclaw,Dolnoslaskie,Polna,59,14
20809,20-218,Lublin,Lubelskie,Akacjowa,67,14
20810,35-085,Rzeszow,Podkarpackie,Brzozowa,15,1
20811,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,51,34
20812,90-001,Lodz,Lodzkie,Koscielna,40,27
20813,85-461,Bydgoszcz,Kujawsko-Pomorskie,Parkowa,65,38
20814,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,40,10
20815,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,28,40
20816,35-085,Rzeszow,Podkarpackie,Akacjowa,91,28
20817,25-900,Kielce,Swietokrzyskie,Lakowa,4,50
20818,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,98,36
20819,10-900,Olsztyn,Warminsko-Mazurskie,Sosnowa,33,43
20820,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,83,40
20821,65-751,Zielona Gora,Lubuskie,Sloneczna,24,4
20822,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,3,36
20823,90-001,Lodz,Lodzkie,Brzozowa,96,26
20824,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,30,7
20825,25-900,Kielce,Swietokrzyskie,Ogrodowa,30,8
20826,01-464,Warszawa,Mazowieckie,Parkowa,6,28
20827,40-203,Katowice,Slaskie,Szkolna,45,7
20828,15-102,Bialystok,Podlaskie,Szkolna,92,50
20829,71-004,Szczecin,Zachodnio-Pomorskie,Akacjowa,90,35
20830,60-967,Poznan,Wielkopolskie,Kolejowa,9,10
20831,31-403,Krakow,Malopolskie,Ogrodowa,36,30
20832,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,78,42
20833,25-900,Kielce,Swietokrzyskie,Kolejowa,4,50
20834,40-203,Katowice,Slaskie,Koscielna,32,39
20835,31-403,Krakow,Malopolskie,Ogrodowa,98,27
20836,31-403,Krakow,Malopolskie,Krotka,11,34
20837,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,22,42
20838,40-203,Katowice,Slaskie,Brzozowa,51,10
20839,80-761,Gdansk,Pomorskie,Krotka,79,37
20840,01-464,Warszawa,Mazowieckie,Ogrodowa,18,32
20841,35-085,Rzeszow,Podkarpackie,Ogrodowa,23,22
20842,10-900,Olsztyn,Warminsko-Mazurskie,Polna,78,43
20843,90-001,Lodz,Lodzkie,Polna,73,35
20844,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,65,29
20845,40-203,Katowice,Slaskie,Polna,89,37
20846,01-464,Warszawa,Mazowieckie,Koscielna,35,3
20847,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,87,27
20848,15-102,Bialystok,Podlaskie,Krotka,94,17
20849,25-900,Kielce,Swietokrzyskie,Akacjowa,91,21
20850,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lakowa,74,22
20851,71-004,Szczecin,Zachodnio-Pomorskie,Polna,66,15
20852,45-309,Opole,Opolskie,Ogrodowa,17,41
20853,60-967,Poznan,Wielkopolskie,Szkolna,43,18
20854,31-403,Krakow,Malopolskie,Krotka,27,20
20855,60-967,Poznan,Wielkopolskie,Koscielna,74,40
20856,60-967,Poznan,Wielkopolskie,Brzozowa,50,45
20857,20-218,Lublin,Lubelskie,Sosnowa,64,47
20858,40-203,Katowice,Slaskie,Sosnowa,76,37
20859,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,33,43
20860,71-004,Szczecin,Zachodnio-Pomorskie,Polna,7,11
20861,01-464,Warszawa,Mazowieckie,Lakowa,52,20
20862,51-416,Wroclaw,Dolnoslaskie,Parkowa,71,31
20863,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,73,21
20864,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,35,15
20865,25-900,Kielce,Swietokrzyskie,Zielona,62,6
20866,25-900,Kielce,Swietokrzyskie,Lakowa,30,22
20867,45-309,Opole,Opolskie,Lesna,37,18
20868,15-102,Bialystok,Podlaskie,Szkolna,71,44
20869,25-900,Kielce,Swietokrzyskie,Szkolna,79,41
20870,31-403,Krakow,Malopolskie,Parkowa,89,13
20871,45-309,Opole,Opolskie,Sloneczna,76,44
20872,31-403,Krakow,Malopolskie,Lakowa,28,36
20873,90-001,Lodz,Lodzkie,Lesna,40,38
20874,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,18,13
20875,40-203,Katowice,Slaskie,Krotka,3,39
20876,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,46,2
20877,31-403,Krakow,Malopolskie,Brzozowa,82,18
20878,20-218,Lublin,Lubelskie,Parkowa,87,13
20879,25-900,Kielce,Swietokrzyskie,Polna,43,35
20880,80-761,Gdansk,Pomorskie,Sloneczna,70,17
20881,51-416,Wroclaw,Dolnoslaskie,Akacjowa,52,3
20882,80-761,Gdansk,Pomorskie,Kolejowa,63,13
20883,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,55,17
20884,31-403,Krakow,Malopolskie,Brzozowa,27,2
20885,15-102,Bialystok,Podlaskie,Brzozowa,7,41
20886,20-218,Lublin,Lubelskie,Kolejowa,21,2
20887,20-218,Lublin,Lubelskie,Sosnowa,1,15
20888,31-403,Krakow,Malopolskie,Szkolna,31,33
20889,60-967,Poznan,Wielkopolskie,Brzozowa,95,40
20890,90-001,Lodz,Lodzkie,Polna,69,31
20891,80-761,Gdansk,Pomorskie,Zielona,21,2
20892,35-085,Rzeszow,Podkarpackie,Kwiatowa,82,41
20893,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,43,38
20894,10-900,Olsztyn,Warminsko-Mazurskie,Krotka,9,18
20895,25-900,Kielce,Swietokrzyskie,Krotka,31,36
20896,20-218,Lublin,Lubelskie,Lakowa,17,2
20897,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sloneczna,24,30
20898,60-967,Poznan,Wielkopolskie,Szkolna,69,7
20899,60-967,Poznan,Wielkopolskie,Sloneczna,81,46
20900,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,32,16
20901,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,85,6
20902,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,73,8
20903,80-761,Gdansk,Pomorskie,Akacjowa,57,38
20904,80-761,Gdansk,Pomorskie,Lakowa,11,7
20905,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,82,33
20906,25-900,Kielce,Swietokrzyskie,Szkolna,66,4
20907,01-464,Warszawa,Mazowieckie,Koscielna,54,9
20908,60-967,Poznan,Wielkopolskie,Brzozowa,4,17
20909,80-761,Gdansk,Pomorskie,Lipowa,55,35
20910,45-309,Opole,Opolskie,Zielona,28,17
20911,31-403,Krakow,Malopolskie,Sloneczna,87,12
20912,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,78,27
20913,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,40,33
20914,15-102,Bialystok,Podlaskie,Szkolna,64,11
20915,65-751,Zielona Gora,Lubuskie,Ogrodowa,13,16
20916,25-900,Kielce,Swietokrzyskie,Kolejowa,74,22
20917,35-085,Rzeszow,Podkarpackie,Ogrodowa,19,5
20918,65-751,Zielona Gora,Lubuskie,Lakowa,38,5
20919,51-416,Wroclaw,Dolnoslaskie,Sloneczna,88,14
20920,15-102,Bialystok,Podlaskie,Lakowa,77,48
20921,80-761,Gdansk,Pomorskie,Brzozowa,27,14
20922,80-761,Gdansk,Pomorskie,Kolejowa,63,31
20923,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,26,20
20924,25-900,Kielce,Swietokrzyskie,Koscielna,86,15
20925,65-751,Zielona Gora,Lubuskie,Polna,22,10
20926,15-102,Bialystok,Podlaskie,Lipowa,20,27
20927,31-403,Krakow,Malopolskie,Parkowa,10,4
20928,31-403,Krakow,Malopolskie,Zielona,92,43
20929,80-761,Gdansk,Pomorskie,Kolejowa,59,22
20930,15-102,Bialystok,Podlaskie,Lakowa,84,1
20931,35-085,Rzeszow,Podkarpackie,Koscielna,53,40
20932,15-102,Bialystok,Podlaskie,Brzozowa,37,15
20933,31-403,Krakow,Malopolskie,Sosnowa,72,5
20934,35-085,Rzeszow,Podkarpackie,Polna,21,38
20935,90-001,Lodz,Lodzkie,Ogrodowa,67,27
20936,25-900,Kielce,Swietokrzyskie,Lipowa,95,41
20937,51-416,Wroclaw,Dolnoslaskie,Szkolna,0,28
20938,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,98,1
20939,60-967,Poznan,Wielkopolskie,Polna,41,10
20940,31-403,Krakow,Malopolskie,Krotka,58,2
20941,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,40,50
20942,31-403,Krakow,Malopolskie,Parkowa,45,2
20943,15-102,Bialystok,Podlaskie,Lipowa,4,7
20944,90-001,Lodz,Lodzkie,Polna,91,2
20945,90-001,Lodz,Lodzkie,Zielona,29,18
20946,60-967,Poznan,Wielkopolskie,Lesna,1,16
20947,51-416,Wroclaw,Dolnoslaskie,Akacjowa,87,20
20948,15-102,Bialystok,Podlaskie,Akacjowa,9,26
20949,65-751,Zielona Gora,Lubuskie,Koscielna,55,3
20950,20-218,Lublin,Lubelskie,Kolejowa,44,46
20951,25-900,Kielce,Swietokrzyskie,Sosnowa,52,18
20952,65-751,Zielona Gora,Lubuskie,Koscielna,19,23
20953,65-751,Zielona Gora,Lubuskie,Parkowa,51,36
20954,01-464,Warszawa,Mazowieckie,Polna,94,16
20955,90-001,Lodz,Lodzkie,Krotka,75,14
20956,60-967,Poznan,Wielkopolskie,Sloneczna,15,8
20957,65-751,Zielona Gora,Lubuskie,Lakowa,9,13
20958,60-967,Poznan,Wielkopolskie,Polna,67,41
20959,90-001,Lodz,Lodzkie,Szkolna,57,31
20960,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,79,33
20961,31-403,Krakow,Malopolskie,Zielona,34,7
20962,65-751,Zielona Gora,Lubuskie,Kwiatowa,96,36
20963,20-218,Lublin,Lubelskie,Brzozowa,33,4
20964,80-761,Gdansk,Pomorskie,Parkowa,63,25
20965,15-102,Bialystok,Podlaskie,Akacjowa,26,26
20966,71-004,Szczecin,Zachodnio-Pomorskie,Szkolna,25,3
20967,90-001,Lodz,Lodzkie,Akacjowa,69,44
20968,80-761,Gdansk,Pomorskie,Lakowa,11,34
20969,71-004,Szczecin,Zachodnio-Pomorskie,Kolejowa,66,3
20970,20-218,Lublin,Lubelskie,Zielona,59,11
20971,90-001,Lodz,Lodzkie,Brzozowa,21,27
20972,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,53,28
20973,01-464,Warszawa,Mazowieckie,Koscielna,74,36
20974,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,98,5
20975,15-102,Bialystok,Podlaskie,Sloneczna,53,21
20976,65-751,Zielona Gora,Lubuskie,Sloneczna,64,41
20977,60-967,Poznan,Wielkopolskie,Zielona,91,7
20978,90-001,Lodz,Lodzkie,Ogrodowa,96,13
20979,45-309,Opole,Opolskie,Szkolna,50,46
20980,25-900,Kielce,Swietokrzyskie,Sosnowa,93,4
20981,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,92,39
20982,80-761,Gdansk,Pomorskie,Zielona,79,18
20983,40-203,Katowice,Slaskie,Lakowa,41,18
20984,15-102,Bialystok,Podlaskie,Polna,41,37
20985,65-751,Zielona Gora,Lubuskie,Lakowa,76,47
20986,60-967,Poznan,Wielkopolskie,Akacjowa,69,5
20987,25-900,Kielce,Swietokrzyskie,Ogrodowa,61,42
20988,45-309,Opole,Opolskie,Brzozowa,64,29
20989,40-203,Katowice,Slaskie,Parkowa,34,42
20990,65-751,Zielona Gora,Lubuskie,Lakowa,91,5
20991,51-416,Wroclaw,Dolnoslaskie,Zielona,24,49
